,Unnamed: 0,ckiptagger,pkuseg,fastHan,PyNLPIR,stanza,spacy,ltp,jiagu,lac,snownlp,target,char,pymorphy,rus
16220,16220,LB,LB,LB,LB,VV,BA,LB,VV,LB,LB,LB,被,,
16221,16221,NN,NN,NN,VV,VV,VV,P,VV,NN,VV,NN,列,,
16222,16222,NN,NN,NN,NN,VV,VV,P,NN,NN,NN,NN,人,,
16223,16223,VV,NR,NR,NR,NR,NR,P,NR,NR,NR,NR,苏,,
16224,16224,VV,NR,NR,NR,NR,NR,P,NR,NR,NR,NR,维,,
16225,16225,VV,NR,NR,NR,NR,NR,P,NR,NR,NR,NR,埃,,
16226,16226,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,NN,工,,
16227,16227,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,NN,作,,
16228,16228,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
16229,16229,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,员,,
16230,16230,LC,LC,VV,LC,P,AS,LC,LC,LC,LC,VV,中,,
16231,16231,AS,AS,AS,AS,AS,AS,LC,AS,AS,DEG,AS,了,,
16232,16232,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,；,,
16233,16233,AD,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,可,,
16234,16234,AD,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,以,,
16235,16235,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,请,,
16236,16236,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
16237,16237,VV,VV,AD,VV,AD,CC,VV,VV,VV,VV,AD,还,,
16238,16238,VE,VE,VE,VV,VE,CC,VE,VE,VE,VV,VE,有,,
16239,16239,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
16240,16240,VA,JJ,JJ,JJ,JJ,JJ,AD,JJ,JJ,JJ,JJ,快,,
16241,16241,VA,JJ,JJ,JJ,JJ,JJ,AD,JJ,JJ,JJ,JJ,速,,
16242,16242,NN,NN,NN,NN,VV,NN,VV,VV,NN,NN,NN,包,,
16243,16243,NN,NN,NN,NN,VV,NN,VV,VV,NN,NN,NN,装,,
16244,16244,NN,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
16245,16245,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,店,,
16246,16246,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
16247,16247,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,老,,
16248,16248,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,板,,
16249,16249,NR,NR,NR,NR,NR,VV,NR,VV,VV,NR,NR,加,,
16250,16250,NR,NR,NR,NR,NR,VV,NR,NT,NR,NR,NR,季,,
16251,16251,NR,NR,NR,NR,NR,VV,NR,NR,NR,NR,NR,耶,,
16252,16252,NR,NR,NR,NR,NR,VV,NR,NR,NR,NR,NR,夫,,
16253,16253,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,，,,
16254,16254,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,“,,
16255,16255,NR,NR,NR,VV,NR,NN,NR,VV,NR,NR,NR,敖,,
16256,16256,NR,NR,NR,JJ,NR,NN,NR,VV,NR,NR,NR,德,,
16257,16257,NR,NR,NR,JJ,NR,NN,NR,VV,NR,NR,NR,萨,,
16258,16258,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,面,,
16259,16259,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,包,,
16260,16260,NN,NN,NN,NN,NN,NN,VV,VV,NN,NN,NN,劳,,
16261,16261,NN,NN,NN,NN,NN,NN,VV,VV,NN,NN,NN,动,,
16262,16262,NN,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,组,,
16263,16263,NN,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,合,,
16264,16264,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,—,,
16265,16265,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,—,,
16266,16266,NN,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,莫,,
16267,16267,NN,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,斯,,
16268,16268,NN,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,科,,
16269,16269,NN,JJ,JJ,JJ,JJ,JJ,JJ,JJ,NN,VA,JJ,小,,
16270,16270,NN,NN,NN,NN,NN,NN,VA,NN,NN,NN,NN,面,,
16271,16271,NN,NN,NN,NN,NN,VV,VA,NN,NN,NN,NN,包,,
16272,16272,NN,NN,NN,M,NN,VV,VA,NN,NN,NN,NN,圈,,
16273,16273,NN,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
16274,16274,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
16275,16275,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,理,,
16276,16276,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,事,,
16277,16277,NN,NN,NR,NR,DEG,VV,NN,NT,NR,NR,NR,季,,
16278,16278,NR,NN,NR,NR,NR,VV,NN,PN,NR,PU,NR,斯,,
16279,16279,NR,NN,NR,NR,NR,VV,NN,LC,NR,PU,NR,里,,
16280,16280,NR,NN,NR,NR,NR,VV,NN,NN,NR,PU,NR,亚,,
16281,16281,NR,NN,NR,NR,NR,VV,NN,NN,NR,PU,NR,尔,,
16282,16282,NR,NN,NR,NR,NR,VV,NN,NN,NR,PU,NR,斯,,
16283,16283,NR,NN,NR,NR,NR,VV,NN,NN,NR,PU,NR,基,,
16284,16284,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,和,,
16285,16285,NN,CD,CD,CD,CD,CD,CD,NN,CD,CD,CD,两,,
16286,16286,NN,M,M,M,M,M,M,NN,CD,M,M,位,,
16287,16287,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,姓,,
16288,16288,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,氏,,
16289,16289,AD,VV,AD,VV,VV,NN,VA,VA,VA,VV,AD,不,,
16290,16290,VA,VV,VA,VV,VA,NN,VA,VA,VA,VV,VA,详,,
16291,16291,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16292,16292,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,但,,
16293,16293,AD,VA,AD,AD,AD,AD,VA,VA,AD,AD,AD,完,,
16294,16294,AD,VA,AD,AD,AD,AD,VA,VA,AD,AD,AD,全,,
16295,16295,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,可,,
16296,16296,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,靠,,
16297,16297,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
16298,16298,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,年,,
16299,16299,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,轻,,
16300,16300,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,人,,
16301,16301,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
16302,16302,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
16303,16303,CD,CD,CD,CD,CD,CD,CD,NT,CD,CD,CD,十,,
16304,16304,M,M,M,M,M,M,CD,NT,CD,M,M,年,,
16305,16305,VV,VV,NN,VV,VV,NN,VV,VV,NN,VV,NN,监,,
16306,16306,VV,VV,NN,VV,VV,NN,VV,VV,NN,VV,NN,禁,,
16307,16307,PU,PU,PU,PU,DEG,PU,PU,PU,PU,NR,PU,！,,
16308,16308,NR,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,”,,
16309,16309,NR,NR,NR,NR,DEG,VV,PU,NT,NR,NN,NR,季,,
16310,16310,NR,NR,NR,NR,NR,VV,PU,PN,NR,Dg,NR,斯,,
16311,16311,NR,NR,NR,NR,NR,VV,PU,LC,NR,Dg,NR,里,,
16312,16312,NR,NR,NR,NR,NR,VV,PU,NN,NR,Dg,NR,亚,,
16313,16313,NR,NR,NR,NR,NR,VV,PU,NN,NR,Dg,NR,尔,,
16314,16314,NR,NR,NR,NR,NR,VV,PU,NN,NR,Dg,NR,斯,,
16315,16315,NR,NR,NR,NR,NR,VV,PU,NN,NR,Dg,NR,基,,
16316,16316,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
16317,16317,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,脑,,
16318,16318,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,子,,
16319,16319,NN,LC,LC,LC,LC,LC,NN,LC,LC,LC,LC,里,,
16320,16320,CD,AD,AD,CD,CD,AD,CD,CD,VV,CD,AD,一,,
16321,16321,NN,VV,VV,VV,NN,VV,CD,VV,VV,VV,VV,闪,,
16322,16322,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
16323,16323,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
16324,16324,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,应,,
16325,16325,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,该,,
16326,16326,VV,VV,VV,VV,VV,VV,VV,NN,VV,VV,VV,行,,
16327,16327,IJ,VV,VV,VV,VV,VV,VV,NN,VV,VV,VV,动,,
16328,16328,PU,PU,PU,PU,DEG,PU,PU,PU,PU,NR,PU,！,,
16329,16329,P,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,”,,
16330,16330,NR,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,波,,
16331,16331,NR,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,列,,
16332,16332,NR,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,索,,
16333,16333,NR,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,夫,,
16334,16334,VV,VV,VV,VV,NN,VV,VV,VV,VV,VV,VV,喊,,
16335,16335,VV,VV,VV,M,NN,VV,VV,VV,VV,VV,VV,道,,
16336,16336,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
16337,16337,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,她,,
16338,16338,P,P,P,P,VV,P,P,P,AD,P,P,在,,
16339,16339,LC,PN,PN,PN,PN,PN,PN,PN,AD,PN,PN,那,,
16340,16340,VA,PN,PN,PN,PN,PN,PN,PN,AD,PN,PN,里,,
16341,16341,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,抛,,
16342,16342,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,弃,,
16343,16343,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
16344,16344,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,她,,
16345,16345,DT,AD,DT,DT,DT,DT,DT,DT,DT,DT,DT,那,,
16346,16346,VA,JJ,JJ,JJ,JJ,JJ,JJ,JJ,JJ,VA,JJ,漂,,
16347,16347,VA,JJ,JJ,JJ,JJ,JJ,JJ,JJ,JJ,VA,JJ,亮,,
16348,16348,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
16349,16349,VA,JJ,JJ,JJ,JJ,JJ,JJ,JJ,NN,VA,JJ,黑,,
16350,16350,NN,NN,NN,VV,NN,NN,VA,NN,NN,NN,NN,辩,,
16351,16351,NN,NN,NN,NN,DEG,NN,VA,NN,NN,NN,NN,子,,
16352,16352,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16353,16353,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,把,,
16354,16354,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,头,,
16355,16355,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,发,,
16356,16356,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,染,,
16357,16357,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,成,,
16358,16358,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
16359,16359,NN,NN,NN,JJ,NN,NR,JJ,NN,NN,VA,NN,棕,,
16360,16360,NN,NN,NN,JJ,NN,NR,JJ,NN,NN,NN,NN,红,,
16361,16361,NN,NN,NN,NN,DEG,NR,JJ,NN,NN,NN,NN,色,,
16362,16362,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
16363,16363,NN,NN,NN,M,NN,VV,NN,NN,NN,NR,NN,天,,
16364,16364,NN,NN,NN,NN,NN,VV,NN,NN,NN,NR,NN,时,,
16365,16365,AD,AD,AD,AD,VA,VV,AD,NN,AD,NR,AD,尚,,
16366,16366,VA,VA,VA,VA,VA,VA,VA,VA,VA,NR,VA,早,,
16367,16367,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16368,16368,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,但,,
16369,16369,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,街,,
16370,16370,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,灯,,
16371,16371,NN,AD,NN,AD,DEG,NN,NN,AD,NN,k,NN,业,,
16372,16372,AD,AD,AD,AD,AD,AD,NN,AD,AD,AD,AD,已,,
16373,16373,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,发,,
16374,16374,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,出,,
16375,16375,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,柠,,
16376,16376,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,檬,,
16377,16377,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NR,NN,色,,
16378,16378,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
16379,16379,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,光,,
16380,16380,NN,NN,NN,VV,NN,NN,NN,NN,NN,NR,NN,晕,,
16381,16381,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
16382,16382,VV,VE,VE,VV,VE,VE,VE,VE,PN,VV,VE,无,,
16383,16383,NN,NN,NN,NN,VV,NN,VV,VV,PN,NN,NN,人,,
16384,16384,NN,VV,VV,VV,DEG,VV,VV,VV,VV,NN,VV,理,,
16385,16385,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,踩,,
16386,16386,VV,CD,CD,CD,CD,CD,CD,NN,CD,CD,CD,两,,
16387,16387,VV,M,M,M,M,M,M,NN,CD,M,M,个,,
16388,16388,VV,NN,JJ,JJ,JJ,VV,JJ,JJ,JJ,JJ,JJ,肮,,
16389,16389,VV,NN,JJ,JJ,JJ,VV,JJ,JJ,JJ,JJ,JJ,脏,,
16390,16390,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
16391,16391,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,钻,,
16392,16392,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,石,,
16393,16393,NN,NN,NN,VV,VV,NN,NN,VV,NN,VV,NN,寻,,
16394,16394,NN,NN,NN,VV,VV,NN,NN,VV,NN,VV,NN,觅,,
16395,16395,NN,NN,NN,NN,DEG,NN,NN,NN,NN,k,NN,者,,
16396,16396,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
16397,16397,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
16398,16398,NR,NR,NR,NR,NR,VV,NR,AD,NR,AD,NR,莫,,
16399,16399,NR,NR,NR,NR,NR,VV,NR,LC,NR,PU,NR,西,,
16400,16400,NR,NR,NR,NR,NR,VV,NR,DEG,NR,PU,NR,耶,,
16401,16401,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16402,16402,VV,VA,VA,VA,NN,VA,VA,VA,NN,VA,VA,热,,
16403,16403,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16404,16404,NR,VV,NR,VV,NR,NN,VA,VV,NN,NR,NR,奈,,
16405,16405,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16406,16406,NT,VV,NR,NR,NR,NR,NR,NR,NR,NR,NR,曼,,
16407,16407,NT,VV,NR,NR,NR,NR,NR,NT,NR,NN,NR,日,,
16408,16408,PU,PU,PU,PU,NR,PU,PU,PU,PU,PU,PU,…,,
16409,16409,PU,PU,PU,PU,NR,PU,PU,PU,PU,PU,PU,…,,
16410,16410,DT,PN,NT,DT,NT,NT,NT,NT,NT,NT,NT,此,,
16411,16411,NN,PN,NT,DT,NT,NT,NT,NT,NT,NT,NT,时,,
16412,16412,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16413,16413,NR,NR,NR,NR,NR,NR,NR,NN,NR,ns,NR,布,,
16414,16414,NR,NR,NR,NR,NR,NR,NR,NN,NR,ns,NR,伦,,
16415,16415,NR,NR,NR,NR,NR,NR,NR,NN,NR,ns,NR,斯,,
16416,16416,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,工,,
16417,16417,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,程,,
16418,16418,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,师,,
16419,16419,VV,VV,VV,VV,NN,VV,VV,VV,VV,VV,VV,涨,,
16420,16420,VV,VV,VV,VA,VV,VV,VV,NN,VV,VA,VV,红,,
16421,16421,VV,AS,AS,AS,AS,AS,AS,NN,AS,DEG,AS,着,,
16422,16422,VV,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,脸,,
16423,16423,BA,NN,BA,NN,BA,BA,BA,NN,BA,NR,BA,把,,
16424,16424,NN,NN,NN,NN,NN,NN,P,NN,P,NR,NN,手,,
16425,16425,VV,VV,VV,VV,VV,NN,VV,VV,VV,VV,VV,插,,
16426,16426,P,P,P,P,VV,P,P,VV,P,NR,P,在,,
16427,16427,PU,NN,NN,NN,VV,NN,NN,VV,NN,NR,NN,求,,
16428,16428,PU,NN,NN,NN,VV,NN,NN,VV,NN,NR,NN,告,,
16429,16429,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NR,NN,者,,
16430,16430,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
16431,16431,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,腋,,
16432,16432,LC,NN,LC,NN,NN,NN,NN,NN,NN,NN,LC,下,,
16433,16433,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16434,16434,VV,VV,VV,VV,VV,VV,VV,VV,VV,NN,VV,使,,
16435,16435,NN,VA,VV,VA,NN,NN,VV,VV,NN,NN,VV,足,,
16436,16436,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,NN,力,,
16437,16437,NN,NN,NN,NN,VV,NN,VV,NN,NN,NN,NN,气,,
16438,16438,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,抱,,
16439,16439,VV,AS,AS,AS,AS,AS,AS,VV,VV,DEG,AS,着,,
16440,16440,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
16441,16441,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16442,16442,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,想,,
16443,16443,VV,VV,VV,VV,VV,VV,VV,P,VV,VV,VV,让,,
16444,16444,PN,PN,PN,PN,VV,PN,PN,PN,PN,PN,PN,他,,
16445,16445,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,站,,
16446,16446,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,起,,
16447,16447,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,来,,
16448,16448,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16449,16449,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,但,,
16450,16450,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,是,,
16451,16451,VV,NR,NR,VV,NR,NR,NR,VV,NR,h,NR,费,,
16452,16452,VV,NR,NR,VV,NR,NR,NR,VV,NR,h,NR,多,,
16453,16453,VV,NR,NR,Rg,NR,NR,NR,VV,NR,h,NR,尔,,
16454,16454,NN,NN,NN,NN,DEG,NN,NR,NN,NN,NN,NN,神,,
16455,16455,NN,NN,NN,NN,VV,NN,NR,NN,NN,NN,NN,父,,
16456,16456,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,耍,,
16457,16457,AS,AS,AS,AS,AS,AS,AS,AS,AS,NR,AS,了,,
16458,16458,VV,M,M,M,M,M,M,M,M,NR,M,个,,
16459,16459,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,花,,
16460,16460,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,招,,
16461,16461,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16462,16462,VV,VV,VV,VV,VV,VV,VV,VV,VV,Mg,VV,蜷,,
16463,16463,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,起,,
16464,16464,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
16465,16465,NN,CD,CD,CD,NR,CD,CD,NN,NN,CD,CD,双,,
16466,16466,NN,NN,NN,NN,NR,NN,CD,NN,NN,NN,NN,腿,,
16467,16467,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
16468,16468,P,P,P,P,P,P,P,P,P,P,P,在,,
16469,16469,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,转,,
16470,16470,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,弯,,
16471,16471,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
16472,16472,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,地,,
16473,16473,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,方,,
16474,16474,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16475,16475,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
16476,16476,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,好,,
16477,16477,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,奇,,
16478,16478,DEV,DEV,DEV,DEV,DEV,DEV,DEV,DEV,DEV,DEV,DEV,地,,
16479,16479,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,爬,,
16480,16480,VV,VV,VV,VV,VV,VV,VV,VV,NN,LC,VV,上,,
16481,16481,NN,NN,NN,NN,NR,NN,NN,NN,NN,NN,NN,柴,,
16482,16482,NN,NN,NN,M,NR,NN,NN,NN,NN,VV,NN,堆,,
16483,16483,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16484,16484,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,想,,
16485,16485,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,看,,
16486,16486,AD,VV,AD,CD,CD,VV,CD,VV,VV,CD,AD,一,,
16487,16487,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,看,,
16488,16488,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,储,,
16489,16489,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,藏,,
16490,16490,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,室,,
16491,16491,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16492,16492,AD,AD,P,AD,P,P,AD,AD,P,AD,AD,因,,
16493,16493,NN,AD,P,AD,P,P,AD,AD,P,AD,AD,为,,
16494,16494,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
16495,16495,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,们,,
16496,16496,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,通,,
16497,16497,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,常,,
16498,16498,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,聚,,
16499,16499,P,P,P,P,VV,P,P,P,AD,P,P,在,,
16500,16500,NN,PN,PN,PN,PN,PN,PN,PN,AD,PN,PN,那,,
16501,16501,NN,PN,PN,PN,PN,PN,PN,PN,AD,PN,PN,里,,
16502,16502,NN,NN,VV,VV,NN,VV,VV,VV,VV,VV,VV,赌,,
16503,16503,NN,NN,VV,VV,NN,VV,VV,VV,VV,VV,VV,钱,,
16504,16504,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
16505,16505,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,神,,
16506,16506,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,父,,
16507,16507,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,、,,
16508,16508,NN,VV,JJ,NN,JJ,JJ,VV,VV,VV,VV,JJ,退,,
16509,16509,NN,VV,JJ,NN,JJ,JJ,VV,VV,VV,NN,JJ,职,,
16510,16510,NN,VV,NN,NN,JJ,JJ,NN,NN,NN,NN,JJ,骑,,
16511,16511,NN,VV,NN,NN,JJ,JJ,NN,NN,NN,NN,JJ,兵,,
16512,16512,NN,NN,NN,NN,NN,VV,NN,NN,NN,VA,NN,少,,
16513,16513,NN,NN,NN,NN,NN,VV,NN,NN,NN,NR,NN,尉,,
16514,16514,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,、,,
16515,16515,NN,VV,VV,VV,NR,VV,VV,VV,VV,VV,VV,蓄,,
16516,16516,NN,NN,NN,NN,NR,NN,VV,NN,NN,NN,NN,胡,,
16517,16517,NN,NN,NN,NN,DEG,NN,VV,NN,NN,NN,NN,子,,
16518,16518,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
16519,16519,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,土,,
16520,16520,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,地,,
16521,16521,NR,NN,NN,VV,VV,NN,NN,VV,NN,CD,NN,丈,,
16522,16522,NR,NN,NN,VV,VV,NN,NN,VV,NN,CD,NN,量,,
16523,16523,NR,NN,NN,NN,DEG,NN,NN,NN,NN,M,NN,员,,
16524,16524,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,以,,
16525,16525,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,及,,
16526,16526,NN,NN,NN,NN,JJ,JJ,NN,NN,NN,NN,JJ,娃,,
16527,16527,NN,NN,NN,NN,JJ,JJ,NN,NN,NN,NN,JJ,娃,,
16528,16528,NN,NN,NN,NN,DEG,JJ,NN,NN,NN,NN,JJ,枪,,
16529,16529,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,骑,,
16530,16530,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,兵,,
16531,16531,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,都,,
16532,16532,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,很,,
16533,16533,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,谨,,
16534,16534,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,慎,,
16535,16535,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
16536,16536,NN,CC,AD,CC,CC,AD,CC,CC,CC,CC,CC,并,,
16537,16537,CC,CC,AD,CC,CC,AD,CC,CC,CC,CC,CC,且,,
